datetime;fast_tf;slow_tf;period;hma_value;fast_close;direction
2026-05-08 16:05:00;M5;120;21;4712,31226;4720,32000;UP
2026-05-08 16:05:00;M5;120;89;4732,09917;4720,32000;DOWN
2026-05-08 18:05:00;M5;120;34;4721,71914;4716,75000;DOWN
2026-05-08 20:15:00;M5;120;21;4716,95394;4718,65000;UP
2026-05-08 23:15:00;M5;120;34;4718,58650;4715,34000;DOWN
2026-05-11 14:05:00;M5;120;21;4668,98640;4669,12000;UP
2026-05-11 16:05:00;M5;120;55;4707,86972;4716,65000;UP
2026-05-11 18:05:00;M5;120;89;4741,11954;4728,59000;DOWN
2026-05-12 01:00:00;M5;120;89;4740,13310;4740,66000;UP
2026-05-12 04:25:00;M5;120;89;4741,23623;4735,14000;DOWN
2026-05-12 07:50:00;M5;120;34;4715,98305;4713,48000;DOWN
2026-05-12 08:05:00;M5;120;55;4712,50777;4711,09000;DOWN
2026-05-12 21:35:00;M5;120;21;4690,58881;4691,20000;UP
2026-05-12 22:30:00;M5;120;34;4707,30439;4708,84000;UP
2026-05-13 04:55:00;M5;120;55;4703,49140;4702,52000;DOWN
2026-05-13 06:25:00;M5;120;21;4695,12858;4700,55000;UP
2026-05-13 08:15:00;M5;120;55;4703,86918;4701,25000;DOWN
2026-05-13 10:05:00;M5;120;21;4698,25063;4698,58000;UP
2026-05-13 12:05:00;M5;120;55;4703,75674;4698,38000;DOWN
2026-05-13 14:10:00;M5;120;21;4698,42281;4699,03000;UP
2026-05-13 16:05:00;M5;120;55;4701,63806;4686,40000;DOWN
2026-05-13 18:30:00;M5;120;21;4692,64241;4695,29000;UP
2026-05-13 20:20:00;M5;120;55;4698,64874;4697,51000;DOWN
2026-05-13 22:10:00;M5;120;21;4687,46812;4689,11000;UP
2026-05-14 01:20:00;M5;120;55;4695,32410;4695,76000;UP
2026-05-14 02:45:00;M5;120;55;4694,24055;4693,79000;DOWN
2026-05-14 04:45:00;M5;120;55;4693,07833;4694,54000;UP
2026-05-14 04:05:00;M5;120;34;4689,58855;4688,35000;DOWN
2026-05-14 07:20:00;M5;120;21;4691,45270;4691,50000;UP
2026-05-14 06:05:00;M5;120;55;4692,31111;4684,36000;DOWN
2026-05-14 08:05:00;M5;120;55;4691,83302;4701,53000;UP
2026-05-14 08:05:00;M5;120;89;4702,29918;4701,53000;DOWN
2026-05-14 10:05:00;M5;120;21;4694,82618;4699,09000;UP
2026-05-14 12:05:00;M5;120;89;4700,40964;4696,44000;DOWN
2026-05-14 14:45:00;M5;120;21;4698,04850;4698,08000;UP
2026-05-14 16:15:00;M5;120;89;4698,89515;4693,33000;DOWN
2026-05-15 14:05:00;M5;120;21;4560,84208;4564,34000;UP
2026-05-15 16:05:00;M5;120;21;4547,23857;4538,23000;DOWN
2026-05-15 18:05:00;M5;120;21;4536,06279;4558,70000;UP
2026-05-15 20:20:00;M5;120;34;4561,18597;4561,98000;UP
2026-05-15 22:50:00;M5;120;34;4549,97836;4549,26000;DOWN
2026-05-18 01:00:00;M5;120;34;4540,19621;4544,98000;UP
2026-05-18 03:05:00;M5;120;34;4530,23992;4523,74000;DOWN
2026-05-18 04:45:00;M5;120;21;4514,56327;4528,21000;UP
2026-05-18 08:15:00;M5;120;55;4542,94758;4545,90000;UP
2026-05-18 15:40:00;M5;120;89;4568,90495;4569,39000;UP
2026-05-18 17:20:00;M5;120;89;4563,27026;4559,24000;DOWN
2026-05-18 18:50:00;M5;120;21;4542,75186;4544,31000;UP
2026-05-18 20:05:00;M5;120;89;4552,87738;4556,18000;UP
2026-05-18 21:05:00;M5;120;21;4545,20856;4545,06000;DOWN
2026-05-18 22:05:00;M5;120;21;4548,90207;4557,12000;UP
2026-05-19 04:15:00;M5;120;21;4561,07979;4559,45000;DOWN
2026-05-19 07:10:00;M5;120;34;4540,68386;4540,12000;DOWN
2026-05-19 08:05:00;M5;120;34;4543,32169;4545,21000;UP
2026-05-19 10:55:00;M5;120;21;4555,02583;4557,19000;UP
2026-05-19 10:30:00;M5;120;34;4545,03153;4544,08000;DOWN
2026-05-19 12:20:00;M5;120;34;4546,28355;4546,48000;UP
2026-05-19 12:05:00;M5;120;21;4552,24412;4540,57000;DOWN
2026-05-19 14:05:00;M5;120;34;4546,74885;4541,33000;DOWN
2026-05-19 16:15:00;M5;120;89;4518,06631;4517,17000;DOWN
2026-05-20 02:15:00;M5;120;21;4487,53799;4488,19000;UP
2026-05-20 04:10:00;M5;120;89;4492,95223;4492,42000;DOWN
2026-05-20 08:00:00;M5;120;21;4470,32104;4471,02000;UP
2026-05-20 10:05:00;M5;120;34;4479,61512;4483,07000;UP
2026-05-20 12:25:00;M5;120;89;4475,85939;4474,18000;DOWN
2026-05-20 14:05:00;M5;120;34;4471,62502;4494,66000;UP
2026-05-20 17:00:00;M5;120;55;4481,80593;4481,42000;DOWN
2026-05-20 18:05:00;M5;120;55;4481,91152;4526,40000;UP
2026-05-21 02:05:00;M5;120;21;4539,79258;4538,66000;DOWN
2026-05-21 04:05:00;M5;120;21;4547,37879;4549,50000;UP
2026-05-21 06:05:00;M5;120;21;4552,24918;4537,22000;DOWN
2026-05-21 08:25:00;M5;120;34;4523,42392;4522,91000;DOWN
2026-05-21 11:05:00;M5;120;34;4528,28301;4528,66000;UP
2026-05-21 12:40:00;M5;120;34;4531,30325;4529,82000;DOWN
2026-05-21 15:20:00;M5;120;55;4507,93015;4506,63000;DOWN
2026-05-21 16:50:00;M5;120;55;4508,93841;4517,99000;UP
2026-05-21 18:05:00;M5;120;55;4509,97923;4501,56000;DOWN
2026-05-21 20:10:00;M5;120;21;4519,95282;4526,34000;UP
2026-05-22 02:40:00;M5;120;34;4535,49440;4533,39000;DOWN
2026-05-22 05:30:00;M5;120;55;4521,57716;4520,01000;DOWN
2026-05-22 06:45:00;M5;120;21;4527,34544;4529,27000;UP
2026-05-22 08:35:00;M5;120;34;4533,18126;4533,69000;UP
2026-05-22 08:10:00;M5;120;55;4525,98572;4525,34000;DOWN
2026-05-22 11:15:00;M5;120;55;4527,57329;4528,09000;UP
2026-05-22 10:05:00;M5;120;34;4531,66957;4525,35000;DOWN
2026-05-22 12:45:00;M5;120;21;4527,32455;4528,47000;UP
2026-05-22 12:05:00;M5;120;55;4528,50814;4522,15000;DOWN
2026-05-22 15:15:00;M5;120;55;4529,24600;4533,23000;UP
2026-05-22 14:05:00;M5;120;34;4528,40732;4516,38000;DOWN
2026-05-22 16:05:00;M5;120;21;4522,73709;4531,72000;UP
2026-05-22 17:10:00;M5;120;89;4501,72337;4497,46000;DOWN
2026-05-22 18:05:00;M5;120;89;4502,62018;4510,94000;UP
2026-05-22 18:05:00;M5;120;34;4523,75113;4510,94000;DOWN
2026-05-22 20:05:00;M5;120;21;4515,85241;4519,98000;UP
2026-05-22 22:05:00;M5;120;34;4519,54792;4508,61000;DOWN
2026-05-25 01:00:00;M5;120;21;4516,37830;4550,57000;UP
2026-05-25 08:50:00;M5;120;21;4554,03553;4553,91000;DOWN
2026-05-25 10:05:00;M5;120;21;4560,63994;4562,00000;UP
2026-05-25 12:05:00;M5;120;21;4566,91132;4555,04000;DOWN
2026-05-25 14:15:00;M5;120;21;4572,11267;4574,83000;UP
2026-05-25 16:05:00;M5;120;21;4575,95471;4568,44000;DOWN
2026-05-25 20:40:00;M5;120;34;4567,55948;4566,73000;DOWN
2026-05-26 01:05:00;M5;120;34;4571,76300;4572,59000;UP
2026-05-26 02:10:00;M5;120;21;4578,25163;4578,98000;UP
2026-05-26 03:50:00;M5;120;89;4544,54686;4542,24000;DOWN
2026-05-26 04:10:00;M5;120;89;4546,92796;4548,68000;UP
2026-05-26 04:05:00;M5;120;21;4571,94625;4545,55000;DOWN
2026-05-26 06:05:00;M5;120;89;4548,62185;4535,77000;DOWN
2026-05-26 13:30:00;M5;120;21;4535,68164;4538,71000;UP
2026-05-26 14:20:00;M5;120;21;4528,40081;4525,69000;DOWN
2026-05-26 16:05:00;M5;120;21;4521,30200;4522,48000;UP
2026-05-26 18:05:00;M5;120;21;4513,97394;4510,58000;DOWN
2026-05-26 22:15:00;M5;120;21;4501,18429;4502,40000;UP
2026-05-27 02:30:00;M5;120;34;4513,13532;4514,95000;UP
2026-05-27 04:50:00;M5;120;34;4508,51991;4507,59000;DOWN
2026-05-27 06:05:00;M5;120;34;4504,75116;4509,25000;UP
2026-05-27 06:55:00;M5;120;21;4497,95211;4497,12000;DOWN
2026-05-27 08:05:00;M5;120;21;4496,08194;4511,03000;UP
2026-05-27 08:30:00;M5;120;34;4500,36880;4496,64000;DOWN
2026-05-27 11:45:00;M5;120;34;4496,42327;4496,46000;UP
2026-05-27 10:05:00;M5;120;21;4494,34161;4484,73000;DOWN
2026-05-27 12:05:00;M5;120;21;4487,47560;4489,42000;UP
2026-05-27 12:05:00;M5;120;34;4490,25421;4489,42000;DOWN
2026-05-27 14:05:00;M5;120;21;4476,87312;4449,51000;DOWN
2026-05-27 20:15:00;M5;120;21;4444,71545;4446,73000;UP
2026-05-27 22:05:00;M5;120;34;4451,49381;4452,70000;UP
2026-05-28 04:10:00;M5;120;34;4438,12180;4438,03000;DOWN
2026-05-28 10:15:00;M5;120;21;4394,29644;4394,38000;UP
2026-05-28 13:05:00;M5;120;34;4398,12547;4401,56000;UP
2026-05-28 13:45:00;M5;120;21;4384,54754;4380,75000;DOWN
2026-05-28 14:05:00;M5;120;21;4381,95812;4386,84000;UP
2026-05-28 14:05:00;M5;120;34;4391,88814;4386,84000;DOWN
2026-05-28 16:05:00;M5;120;34;4391,07218;4426,31000;UP
2026-05-29 06:05:00;M5;120;21;4514,36585;4498,18000;DOWN
2026-05-29 13:35:00;M5;120;21;4538,79050;4541,37000;UP
2026-05-29 14:05:00;M5;120;21;4541,93511;4532,44000;DOWN
2026-05-29 17:00:00;M5;120;21;4547,65820;4547,99000;UP
2026-05-29 20:25:00;M5;120;21;4562,02003;4561,85000;DOWN
2026-05-29 22:25:00;M5;120;34;4555,38528;4555,25000;DOWN
2026-06-01 04:05:00;M5;120;55;4529,37344;4529,05000;DOWN
2026-06-01 12:30:00;M5;120;89;4493,55278;4490,60000;DOWN
2026-06-01 14:15:00;M5;120;21;4507,21636;4509,78000;UP
2026-06-01 16:10:00;M5;120;89;4496,87948;4484,09000;DOWN
2026-06-01 20:25:00;M5;120;21;4478,43026;4482,72000;UP
2026-06-02 03:25:00;M5;120;34;4490,24943;4493,79000;UP
2026-06-02 04:05:00;M5;120;34;4484,61654;4479,39000;DOWN
2026-06-02 06:05:00;M5;120;34;4481,85409;4486,56000;UP
2026-06-02 08:10:00;M5;120;55;4516,46699;4518,58000;UP
2026-06-02 15:55:00;M5;120;55;4514,62991;4514,31000;DOWN
2026-06-02 16:05:00;M5;120;55;4514,02000;4516,47000;UP
2026-06-02 16:25:00;M5;120;89;4511,20147;4510,58000;DOWN
2026-06-02 18:05:00;M5;120;34;4499,26704;4506,69000;UP
2026-06-02 18:05:00;M5;120;55;4512,75066;4506,69000;DOWN
2026-06-02 20:05:00;M5;120;34;4499,77685;4487,01000;DOWN
2026-06-03 06:05:00;M5;120;21;4484,95405;4485,33000;UP
2026-06-03 08:05:00;M5;120;21;4476,85170;4470,56000;DOWN
2026-06-03 10:05:00;M5;120;21;4467,37295;4468,77000;UP
2026-06-03 12:05:00;M5;120;21;4459,57258;4456,84000;DOWN
2026-06-03 14:05:00;M5;120;21;4453,97041;4463,14000;UP
2026-06-03 16:25:00;M5;120;21;4450,04713;4448,59000;DOWN
2026-06-03 18:05:00;M5;120;21;4445,93727;4449,33000;UP
2026-06-03 20:25:00;M5;120;21;4441,71965;4438,92000;DOWN
2026-06-03 22:05:00;M5;120;21;4437,00866;4447,76000;UP
2026-06-04 01:00:00;M5;120;34;4445,27257;4432,37000;DOWN
2026-06-04 02:05:00;M5;120;21;4433,69641;4448,21000;UP
2026-06-04 07:30:00;M5;120;89;4475,79362;4480,18000;UP
2026-06-04 08:20:00;M5;120;89;4473,31056;4472,61000;DOWN
2026-06-04 12:45:00;M5;120;89;4469,20006;4470,62000;UP
2026-06-04 17:45:00;M5;120;89;4467,05127;4466,50000;DOWN
2026-06-04 19:05:00;M5;120;21;4481,55472;4482,49000;UP
2026-06-04 20:05:00;M5;120;21;4484,84614;4479,56000;DOWN
2026-06-05 01:50:00;M5;120;34;4470,37840;4469,66000;DOWN
2026-06-05 02:35:00;M5;120;89;4464,29488;4463,70000;DOWN
2026-06-05 04:05:00;M5;120;55;4456,52236;4464,41000;UP
2026-06-05 06:05:00;M5;120;89;4462,09752;4440,06000;DOWN
2026-06-05 10:05:00;M5;120;21;4456,11139;4457,31000;UP
2026-06-05 12:05:00;M5;120;34;4465,52630;4460,71000;DOWN
2026-06-05 14:05:00;M5;120;34;4461,51108;4466,71000;UP
2026-06-05 15:30:00;M5;120;89;4456,33813;4453,19000;DOWN
2026-06-05 16:05:00;M5;120;34;4453,31025;4416,36000;DOWN
2026-06-08 02:05:00;M5;120;21;4324,11931;4326,70000;UP
2026-06-08 10:20:00;M5;120;34;4311,41865;4314,19000;UP
2026-06-08 12:05:00;M5;120;34;4298,96672;4285,28000;DOWN
2026-06-08 14:05:00;M5;120;34;4290,12808;4306,24000;UP
2026-06-08 16:20:00;M5;120;55;4327,66968;4331,73000;UP
2026-06-09 02:25:00;M5;120;21;4322,00059;4320,47000;DOWN
2026-06-09 04:20:00;M5;120;21;4327,03107;4327,55000;UP
2026-06-09 07:30:00;M5;120;89;4327,84796;4325,25000;DOWN
2026-06-09 08:30:00;M5;120;21;4333,99248;4342,73000;UP
2026-06-09 10:05:00;M5;120;21;4334,70075;4332,42000;DOWN
2026-06-09 13:10:00;M5;120;21;4335,24733;4335,34000;UP
2026-06-09 15:25:00;M5;120;21;4336,20265;4335,84000;DOWN
2026-06-09 16:05:00;M5;120;21;4333,27304;4341,39000;UP
2026-06-09 17:35:00;M5;120;89;4310,00441;4305,25000;DOWN
2026-06-09 18:05:00;M5;120;55;4285,68330;4295,58000;UP
2026-06-09 18:05:00;M5;120;21;4322,58332;4295,58000;DOWN
2026-06-09 20:05:00;M5;120;55;4283,30012;4262,82000;DOWN
2026-06-10 08:35:00;M5;120;21;4191,56787;4194,28000;UP
2026-06-10 11:00:00;M5;120;21;4174,20785;4164,18000;DOWN
2026-06-10 12:05:00;M5;120;21;4161,27205;4170,36000;UP
2026-06-10 14:55:00;M5;120;21;4149,24796;4147,55000;DOWN
2026-06-10 16:05:00;M5;120;21;4135,81342;4153,99000;UP
2026-06-10 18:05:00;M5;120;34;4157,71494;4126,55000;DOWN
2026-06-10 20:05:00;M5;120;21;4109,49823;4120,12000;UP
2026-06-10 22:10:00;M5;120;21;4094,31333;4088,91000;DOWN
2026-06-11 03:15:00;M5;120;21;4062,35518;4065,02000;UP
2026-06-11 04:05:00;M5;120;34;4069,61194;4078,63000;UP
2026-06-11 08:30:00;M5;120;55;4092,45648;4095,10000;UP
2026-06-11 18:45:00;M5;120;89;4088,17595;4089,79000;UP
2026-06-11 20:05:00;M5;120;89;4081,67834;4076,63000;DOWN
2026-06-11 22:05:00;M5;120;21;4100,35464;4174,04000;UP
2026-06-12 04:10:00;M5;120;21;4188,39129;4187,00000;DOWN
2026-06-12 15:35:00;M5;120;34;4193,01555;4192,97000;DOWN
2026-06-12 16:35:00;M5;120;34;4203,83887;4207,26000;UP
2026-06-12 18:05:00;M5;120;34;4213,57695;4208,61000;DOWN
2026-06-12 20:40:00;M5;120;34;4221,94133;4222,35000;UP
2026-06-12 22:05:00;M5;120;34;4229,20217;4217,50000;DOWN
2026-06-15 01:00:00;M5;120;21;4234,27702;4301,32000;UP
2026-06-15 09:15:00;M5;120;21;4305,06178;4304,59000;DOWN
2026-06-15 10:50:00;M5;120;21;4322,01979;4323,06000;UP
2026-06-15 12:30:00;M5;120;21;4337,00754;4335,95000;DOWN
2026-06-15 15:15:00;M5;120;34;4327,58996;4327,12000;DOWN
2026-06-15 17:05:00;M5;120;21;4363,54305;4365,90000;UP
2026-06-15 19:15:00;M5;120;34;4349,79574;4345,82000;DOWN
2026-06-15 22:05:00;M5;120;55;4331,17400;4322,04000;DOWN
2026-06-16 10:25:00;M5;120;21;4327,79886;4328,71000;UP
2026-06-16 16:25:00;M5;120;21;4335,48852;4335,00000;DOWN
2026-06-16 19:05:00;M5;120;21;4338,08229;4341,92000;UP
2026-06-16 20:05:00;M5;120;21;4340,15947;4339,75000;DOWN
2026-06-16 22:05:00;M5;120;21;4340,83365;4340,96000;UP
2026-06-17 01:00:00;M5;120;89;4336,00431;4331,74000;DOWN
2026-06-17 04:00:00;M5;120;21;4341,01487;4341,79000;UP
2026-06-17 04:05:00;M5;120;34;4345,00167;4347,64000;UP
2026-06-17 04:30:00;M5;120;21;4339,92710;4339,10000;DOWN
2026-06-17 06:05:00;M5;120;34;4343,14868;4332,60000;DOWN
2026-06-17 12:25:00;M5;120;21;4330,81306;4331,96000;UP
2026-06-17 14:05:00;M5;120;21;4329,89608;4328,29000;DOWN
2026-06-17 16:10:00;M5;120;21;4330,79078;4331,83000;UP
2026-06-17 18:55:00;M5;120;55;4361,97681;4363,45000;UP
2026-06-17 20:30:00;M5;120;89;4374,57665;4377,63000;UP
2026-06-17 21:00:00;M5;120;55;4358,79808;4316,70000;DOWN
2026-06-17 22:05:00;M5;120;89;4374,90857;4268,66000;DOWN
2026-06-18 03:25:00;M5;120;21;4297,80151;4300,51000;UP
2026-06-18 08:45:00;M5;120;34;4303,22872;4302,97000;DOWN
2026-06-18 10:05:00;M5;120;34;4299,59978;4304,99000;UP
2026-06-18 11:10:00;M5;120;21;4288,50423;4287,07000;DOWN
2026-06-18 12:05:00;M5;120;34;4293,86913;4266,04000;DOWN
2026-06-18 16:25:00;M5;120;21;4262,39296;4263,16000;UP
2026-06-18 18:10:00;M5;120;21;4251,95423;4246,57000;DOWN
2026-06-19 04:25:00;M5;120;21;4188,37499;4190,73000;UP
2026-06-19 06:05:00;M5;120;21;4171,61194;4167,56000;DOWN
2026-06-19 10:00:00;M5;120;21;4155,90169;4156,10000;UP
2026-06-19 11:20:00;M5;120;34;4172,01580;4175,22000;UP
2026-06-19 13:00:00;M5;120;34;4160,23996;4157,81000;DOWN
2026-06-19 14:45:00;M5;120;34;4151,30272;4153,06000;UP
2026-06-19 16:05:00;M5;120;55;4177,78938;4182,44000;UP
2026-06-19 18:05:00;M5;120;55;4168,46930;4152,06000;DOWN
2026-06-22 02:05:00;M5;120;55;4153,61446;4163,04000;UP
2026-06-22 02:45:00;M5;120;21;4139,66771;4137,13000;DOWN
2026-06-22 04:05:00;M5;120;21;4149,50944;4213,91000;UP
2026-06-22 09:50:00;M5;120;89;4203,67860;4204,14000;UP
2026-06-22 10:20:00;M5;120;89;4197,61183;4197,07000;DOWN
2026-06-22 12:05:00;M5;120;89;4192,21067;4208,41000;UP
2026-06-22 15:55:00;M5;120;21;4195,47281;4193,31000;DOWN
2026-06-22 16:50:00;M5;120;21;4200,86103;4203,79000;UP
2026-06-22 18:45:00;M5;120;89;4178,66488;4170,00000;DOWN
2026-06-22 20:05:00;M5;120;34;4176,71007;4187,47000;UP
2026-06-23 02:50:00;M5;120;34;4189,21265;4187,45000;DOWN
2026-06-23 04:40:00;M5;120;89;4161,47938;4154,41000;DOWN
2026-06-23 13:00:00;M5;120;21;4129,61066;4131,75000;UP
