datetime;fast_tf;slow_tf;period;hma_value;fast_close;direction
2026-04-24 16:05:00;M5;30;34;4695,74966;4700,36000;UP
2026-04-24 16:40:00;M5;30;21;4706,95199;4708,17000;UP
2026-04-24 18:30:00;M5;30;21;4721,20394;4718,21000;DOWN
2026-04-24 18:40:00;M5;30;21;4725,54162;4727,83000;UP
2026-04-24 19:05:00;M5;30;21;4728,26527;4721,70000;DOWN
2026-04-24 19:40:00;M5;30;34;4723,09313;4722,50000;DOWN
2026-04-24 20:05:00;M5;30;34;4726,00013;4727,73000;UP
2026-04-24 20:35:00;M5;30;34;4728,42644;4721,80000;DOWN
2026-04-24 22:20:00;M5;30;55;4720,85694;4717,88000;DOWN
2026-04-27 01:05:00;M5;30;89;4706,57332;4681,63000;DOWN
2026-04-27 03:35:00;M5;30;21;4678,96607;4679,29000;UP
2026-04-27 04:05:00;M5;30;89;4705,41050;4698,13000;DOWN
2026-04-27 04:35:00;M5;30;34;4691,71877;4699,81000;UP
2026-04-27 05:15:00;M5;30;89;4705,07374;4705,24000;UP
2026-04-27 05:35:00;M5;30;55;4707,03831;4712,19000;UP
2026-04-27 08:05:00;M5;30;21;4724,41058;4719,70000;DOWN
2026-04-27 08:35:00;M5;30;89;4711,40771;4710,64000;DOWN
2026-04-27 09:05:00;M5;30;89;4712,38268;4713,21000;UP
2026-04-27 09:30:00;M5;30;34;4710,77001;4710,27000;DOWN
2026-04-27 09:45:00;M5;30;34;4712,92470;4714,18000;UP
2026-04-27 09:35:00;M5;30;89;4713,21111;4711,85000;DOWN
2026-04-27 10:05:00;M5;30;89;4713,93644;4717,03000;UP
2026-04-27 10:45:00;M5;30;89;4714,53053;4714,26000;DOWN
2026-04-27 11:10:00;M5;30;55;4710,99143;4710,87000;DOWN
2026-04-27 11:40:00;M5;30;55;4711,04896;4711,80000;UP
2026-04-27 12:05:00;M5;30;55;4710,93103;4704,58000;DOWN
2026-04-27 13:30:00;M5;30;21;4706,56901;4707,40000;UP
2026-04-27 14:35:00;M5;30;21;4703,05200;4701,96000;DOWN
2026-04-27 15:05:00;M5;30;21;4702,71070;4706,03000;UP
2026-04-27 15:35:00;M5;30;55;4709,94759;4701,56000;DOWN
2026-04-27 19:35:00;M5;30;21;4675,11505;4677,59000;UP
2026-04-27 20:30:00;M5;30;34;4680,42024;4685,04000;UP
2026-04-27 20:15:00;M5;30;21;4672,41605;4671,31000;DOWN
2026-04-27 20:35:00;M5;30;21;4671,32688;4680,44000;UP
2026-04-27 23:35:00;M5;30;55;4678,67961;4679,72000;UP
2026-04-28 02:05:00;M5;30;89;4687,60468;4688,13000;UP
2026-04-28 03:55:00;M5;30;21;4691,17608;4690,54000;DOWN
2026-04-28 04:30:00;M5;30;89;4685,04908;4684,10000;DOWN
2026-04-28 04:35:00;M5;30;34;4684,85924;4690,23000;UP
2026-04-28 04:55:00;M5;30;55;4677,78417;4670,63000;DOWN
2026-04-28 05:15:00;M5;30;55;4677,53058;4678,00000;UP
2026-04-28 05:05:00;M5;30;89;4683,33116;4675,13000;DOWN
2026-04-28 05:35:00;M5;30;55;4676,92544;4671,08000;DOWN
2026-04-28 10:55:00;M5;30;21;4629,32801;4633,14000;UP
2026-04-28 11:05:00;M5;30;21;4624,30570;4621,86000;DOWN
2026-04-28 11:35:00;M5;30;21;4620,64826;4629,16000;UP
2026-04-28 12:20:00;M5;30;21;4617,05620;4616,07000;DOWN
2026-04-28 12:40:00;M5;30;21;4612,42663;4613,59000;UP
2026-04-28 13:35:00;M5;30;34;4612,89507;4614,67000;UP
2026-04-28 13:55:00;M5;30;21;4604,69578;4603,22000;DOWN
2026-04-28 14:05:00;M5;30;21;4601,00400;4601,98000;UP
2026-04-28 14:05:00;M5;30;34;4607,53283;4601,98000;DOWN
2026-04-28 14:35:00;M5;30;21;4593,68664;4569,91000;DOWN
2026-04-28 15:35:00;M5;30;21;4580,64098;4583,86000;UP
2026-04-28 16:05:00;M5;30;34;4582,43141;4572,96000;DOWN
2026-04-28 16:35:00;M5;30;21;4573,27404;4579,74000;UP
2026-04-28 17:05:00;M5;30;34;4573,99146;4569,38000;DOWN
2026-04-28 17:55:00;M5;30;21;4567,59104;4574,47000;UP
2026-04-28 18:35:00;M5;30;55;4575,34828;4578,85000;UP
2026-04-28 19:50:00;M5;30;89;4592,30904;4593,48000;UP
2026-04-28 20:15:00;M5;30;89;4589,00183;4588,38000;DOWN
2026-04-28 20:35:00;M5;30;89;4586,01880;4598,48000;UP
2026-04-28 22:50:00;M5;30;21;4596,56424;4595,13000;DOWN
2026-04-29 02:05:00;M5;30;34;4591,72944;4590,95000;DOWN
2026-04-29 03:00:00;M5;30;21;4597,72922;4606,75000;UP
2026-04-29 04:00:00;M5;30;34;4596,51091;4582,53000;DOWN
2026-04-29 05:05:00;M5;30;21;4592,86427;4598,82000;UP
2026-04-29 05:50:00;M5;30;34;4595,83787;4592,96000;DOWN
2026-04-29 06:05:00;M5;30;34;4595,79507;4599,60000;UP
2026-04-29 06:35:00;M5;30;34;4595,89022;4594,96000;DOWN
2026-04-29 07:05:00;M5;30;21;4594,59435;4599,88000;UP
2026-04-29 08:30:00;M5;30;34;4597,91132;4595,45000;DOWN
2026-04-29 08:40:00;M5;30;21;4598,88221;4599,02000;UP
2026-04-29 08:55:00;M5;30;55;4591,84317;4590,90000;DOWN
2026-04-29 09:05:00;M5;30;34;4597,55093;4592,48000;DOWN
2026-04-29 10:40:00;M5;30;89;4571,53531;4570,38000;DOWN
2026-04-29 11:50:00;M5;30;89;4571,36081;4574,83000;UP
2026-04-29 12:05:00;M5;30;21;4570,28345;4572,22000;UP
2026-04-29 12:25:00;M5;30;89;4571,04874;4565,80000;DOWN
2026-04-29 12:35:00;M5;30;21;4564,94302;4564,49000;DOWN
2026-04-29 13:05:00;M5;30;21;4561,57446;4565,30000;UP
2026-04-29 13:35:00;M5;30;34;4570,46775;4570,48000;UP
2026-04-29 13:40:00;M5;30;89;4569,46420;4566,33000;DOWN
2026-04-29 14:05:00;M5;30;34;4567,78837;4567,06000;DOWN
2026-04-29 14:35:00;M5;30;34;4565,19370;4567,04000;UP
2026-04-29 15:20:00;M5;30;34;4562,64800;4562,20000;DOWN
2026-04-29 15:35:00;M5;30;21;4555,17426;4555,84000;UP
2026-04-29 16:05:00;M5;30;21;4551,36859;4546,47000;DOWN
2026-04-29 17:30:00;M5;30;21;4538,86891;4539,53000;UP
2026-04-29 17:35:00;M5;30;34;4540,48920;4540,90000;UP
2026-04-29 17:45:00;M5;30;21;4534,28267;4532,85000;DOWN
2026-04-29 18:05:00;M5;30;21;4531,63500;4539,93000;UP
2026-04-29 18:35:00;M5;30;55;4547,85406;4551,00000;UP
2026-04-29 19:30:00;M5;30;89;4553,76375;4550,60000;DOWN
2026-04-29 20:05:00;M5;30;89;4550,52053;4550,77000;UP
2026-04-29 20:35:00;M5;30;89;4549,09769;4545,27000;DOWN
2026-04-29 21:05:00;M5;30;55;4537,75121;4533,54000;DOWN
2026-04-29 21:55:00;M5;30;34;4534,54366;4538,07000;UP
2026-04-29 22:10:00;M5;30;21;4541,98180;4547,73000;UP
2026-04-29 22:35:00;M5;30;89;4543,24756;4540,81000;DOWN
2026-04-29 23:05:00;M5;30;21;4542,65579;4552,23000;UP
2026-04-29 23:45:00;M5;30;21;4542,71692;4541,76000;DOWN
2026-04-30 01:05:00;M5;30;21;4543,21114;4545,99000;UP
2026-04-30 05:25:00;M5;30;21;4574,22119;4573,06000;DOWN
2026-04-30 05:35:00;M5;30;34;4565,50309;4563,70000;DOWN
2026-04-30 07:30:00;M5;30;89;4542,84980;4541,15000;DOWN
2026-04-30 07:40:00;M5;30;89;4543,19782;4544,66000;UP
2026-04-30 08:30:00;M5;30;21;4561,24174;4562,28000;UP
2026-04-30 08:45:00;M5;30;34;4565,68145;4566,85000;UP
2026-04-30 09:05:00;M5;30;34;4565,44501;4565,19000;DOWN
2026-04-30 09:35:00;M5;30;34;4566,87079;4575,35000;UP
2026-04-30 13:05:00;M5;30;21;4628,22193;4625,86000;DOWN
2026-04-30 13:55:00;M5;30;21;4637,93515;4639,75000;UP
2026-04-30 14:05:00;M5;30;21;4645,46078;4644,76000;DOWN
2026-04-30 15:05:00;M5;30;34;4634,41485;4631,18000;DOWN
2026-04-30 16:00:00;M5;30;34;4639,71500;4640,25000;UP
2026-04-30 16:05:00;M5;30;34;4644,06272;4639,97000;DOWN
2026-04-30 16:35:00;M5;30;55;4629,11926;4624,14000;DOWN
2026-04-30 19:05:00;M5;30;89;4615,14563;4613,92000;DOWN
2026-04-30 19:50:00;M5;30;21;4616,42136;4616,53000;UP
2026-04-30 20:20:00;M5;30;89;4619,53107;4619,54000;UP
2026-04-30 20:35:00;M5;30;89;4621,49362;4617,12000;DOWN
2026-04-30 21:15:00;M5;30;89;4623,38303;4623,93000;UP
2026-04-30 21:35:00;M5;30;89;4625,20494;4620,89000;DOWN
2026-04-30 22:05:00;M5;30;34;4623,24308;4625,56000;UP
2026-04-30 22:45:00;M5;30;34;4621,34949;4620,67000;DOWN
2026-04-30 23:45:00;M5;30;34;4618,33289;4618,53000;UP
2026-05-01 02:55:00;M5;30;21;4627,19198;4626,50000;DOWN
2026-05-01 03:30:00;M5;30;34;4621,93542;4621,55000;DOWN
2026-05-01 03:50:00;M5;30;34;4622,59921;4624,11000;UP
2026-05-01 04:05:00;M5;30;34;4622,76897;4617,97000;DOWN
2026-05-01 05:00:00;M5;30;34;4622,84019;4624,61000;UP
2026-05-01 05:05:00;M5;30;21;4625,36133;4626,24000;UP
2026-05-01 05:35:00;M5;30;55;4628,62357;4628,24000;DOWN
2026-05-01 06:25:00;M5;30;21;4624,07982;4626,20000;UP
2026-05-01 06:40:00;M5;30;55;4627,49426;4626,17000;DOWN
2026-05-01 07:05:00;M5;30;34;4624,62249;4620,93000;DOWN
2026-05-01 12:30:00;M5;30;21;4571,44333;4571,56000;UP
2026-05-01 12:50:00;M5;30;21;4565,16434;4560,99000;DOWN
2026-05-01 13:05:00;M5;30;21;4561,00706;4566,59000;UP
2026-05-01 14:15:00;M5;30;34;4567,15392;4571,69000;UP
2026-05-01 15:10:00;M5;30;55;4578,26072;4584,75000;UP
2026-05-01 16:30:00;M5;30;89;4598,45774;4598,61000;UP
2026-05-01 19:05:00;M5;30;21;4643,25498;4639,22000;DOWN
2026-05-01 20:35:00;M5;30;34;4631,94810;4630,81000;DOWN
2026-05-01 22:35:00;M5;30;55;4617,19725;4617,10000;DOWN
2026-05-04 01:05:00;M5;30;21;4618,73186;4621,95000;UP
2026-05-04 01:50:00;M5;30;55;4624,16612;4619,67000;DOWN
2026-05-04 03:00:00;M5;30;89;4611,22324;4608,42000;DOWN
2026-05-04 03:05:00;M5;30;21;4610,79744;4615,27000;UP
2026-05-04 03:35:00;M5;30;89;4611,77598;4606,35000;DOWN
2026-05-04 04:50:00;M5;30;21;4605,61096;4606,17000;UP
2026-05-04 05:05:00;M5;30;89;4611,78833;4608,84000;DOWN
2026-05-04 05:40:00;M5;30;21;4601,55970;4603,86000;UP
2026-05-04 06:50:00;M5;30;89;4611,65080;4613,36000;UP
2026-05-04 06:35:00;M5;30;34;4605,01164;4601,37000;DOWN
2026-05-04 07:05:00;M5;30;21;4602,92581;4610,73000;UP
2026-05-04 07:05:00;M5;30;89;4611,77535;4610,73000;DOWN
2026-05-04 08:25:00;M5;30;34;4602,46830;4596,51000;DOWN
2026-05-04 12:05:00;M5;30;21;4577,11906;4580,04000;UP
2026-05-04 12:50:00;M5;30;34;4581,17954;4579,17000;DOWN
2026-05-04 13:45:00;M5;30;21;4563,60978;4566,56000;UP
2026-05-04 14:30:00;M5;30;21;4559,32379;4556,78000;DOWN
2026-05-04 14:50:00;M5;30;21;4556,02953;4558,84000;UP
2026-05-04 15:10:00;M5;30;34;4561,57444;4563,67000;UP
2026-05-04 15:35:00;M5;30;55;4569,41215;4568,40000;DOWN
2026-05-04 16:05:00;M5;30;55;4566,54644;4572,17000;UP
2026-05-04 16:45:00;M5;30;55;4564,02723;4561,43000;DOWN
2026-05-04 17:15:00;M5;30;55;4561,96007;4572,92000;UP
2026-05-04 17:05:00;M5;30;34;4555,47622;4555,02000;DOWN
2026-05-04 17:35:00;M5;30;21;4558,98785;4579,69000;UP
2026-05-04 18:05:00;M5;30;89;4575,58185;4557,90000;DOWN
2026-05-04 20:15:00;M5;30;21;4525,74098;4528,99000;UP
2026-05-04 21:25:00;M5;30;21;4513,32719;4511,92000;DOWN
2026-05-04 21:35:00;M5;30;21;4508,79769;4514,82000;UP
2026-05-04 22:05:00;M5;30;34;4516,40880;4517,89000;UP
2026-05-04 22:50:00;M5;30;55;4519,91318;4519,17000;DOWN
2026-05-04 23:30:00;M5;30;55;4516,76164;4517,27000;UP
2026-05-05 03:00:00;M5;30;89;4521,47674;4522,80000;UP
2026-05-05 03:25:00;M5;30;89;4518,85556;4517,06000;DOWN
2026-05-05 03:35:00;M5;30;89;4516,53702;4520,91000;UP
2026-05-05 06:20:00;M5;30;21;4538,81299;4538,29000;DOWN
2026-05-05 07:25:00;M5;30;34;4530,25074;4529,57000;DOWN
2026-05-05 07:45:00;M5;30;34;4532,12244;4534,53000;UP
2026-05-05 08:05:00;M5;30;21;4541,01547;4543,07000;UP
2026-05-05 09:20:00;M5;30;34;4538,11897;4535,11000;DOWN
2026-05-05 09:35:00;M5;30;21;4542,67831;4548,00000;UP
2026-05-05 11:40:00;M5;30;21;4549,97797;4549,79000;DOWN
2026-05-05 12:05:00;M5;30;21;4552,47219;4559,11000;UP
2026-05-05 12:45:00;M5;30;21;4554,88251;4553,90000;DOWN
2026-05-05 13:05:00;M5;30;34;4553,81450;4552,21000;DOWN
2026-05-05 13:50:00;M5;30;55;4544,30400;4540,95000;DOWN
2026-05-05 14:25:00;M5;30;21;4555,35406;4556,02000;UP
2026-05-05 15:05:00;M5;30;21;4559,25538;4558,24000;DOWN
2026-05-05 15:35:00;M5;30;21;4562,26910;4570,11000;UP
2026-05-05 17:10:00;M5;30;21;4574,85845;4573,66000;DOWN
2026-05-05 17:35:00;M5;30;21;4579,40297;4581,22000;UP
2026-05-05 18:05:00;M5;30;21;4582,98983;4580,22000;DOWN
2026-05-05 18:50:00;M5;30;55;4571,65789;4570,89000;DOWN
2026-05-05 22:00:00;M5;30;89;4559,04193;4558,77000;DOWN
2026-05-05 22:45:00;M5;30;21;4557,40428;4558,86000;UP
2026-05-06 01:05:00;M5;30;21;4552,21780;4551,49000;DOWN
2026-05-06 01:50:00;M5;30;21;4553,16743;4558,63000;UP
2026-05-06 05:35:00;M5;30;21;4631,36988;4630,82000;DOWN
2026-05-06 06:05:00;M5;30;21;4641,51270;4644,71000;UP
2026-05-06 06:40:00;M5;30;21;4649,68882;4647,78000;DOWN
2026-05-06 08:35:00;M5;30;34;4653,83145;4647,06000;DOWN
2026-05-06 09:05:00;M5;30;34;4660,71788;4663,48000;UP
2026-05-06 09:35:00;M5;30;34;4667,14755;4666,10000;DOWN
2026-05-06 10:55:00;M5;30;21;4678,32059;4681,51000;UP
2026-05-06 11:05:00;M5;30;34;4682,71958;4677,48000;DOWN
2026-05-06 11:50:00;M5;30;21;4685,76978;4697,33000;UP
2026-05-06 12:40:00;M5;30;34;4697,90234;4696,03000;DOWN
2026-05-06 13:25:00;M5;30;21;4703,29392;4704,40000;UP
2026-05-06 14:10:00;M5;30;34;4712,17476;4712,03000;DOWN
2026-05-06 14:40:00;M5;30;55;4706,42761;4699,58000;DOWN
2026-05-06 15:10:00;M5;30;89;4680,34534;4673,15000;DOWN
2026-05-06 16:30:00;M5;30;89;4689,00565;4697,87000;UP
2026-05-06 16:50:00;M5;30;21;4701,69753;4703,85000;UP
2026-05-06 17:15:00;M5;30;34;4712,66512;4713,04000;UP
2026-05-06 17:35:00;M5;30;34;4712,51326;4708,18000;DOWN
2026-05-06 18:05:00;M5;30;89;4704,14491;4698,76000;DOWN
2026-05-06 21:10:00;M5;30;21;4686,10300;4686,79000;UP
2026-05-06 22:05:00;M5;30;34;4692,24347;4694,36000;UP
2026-05-06 23:30:00;M5;30;34;4690,75857;4690,16000;DOWN
2026-05-06 23:35:00;M5;30;34;4690,43563;4690,68000;UP
2026-05-07 02:30:00;M5;30;21;4693,16267;4693,02000;DOWN
2026-05-07 02:45:00;M5;30;21;4694,77218;4697,02000;UP
2026-05-07 03:05:00;M5;30;21;4695,59743;4695,04000;DOWN
2026-05-07 03:40:00;M5;30;34;4691,59959;4688,28000;DOWN
2026-05-07 04:05:00;M5;30;21;4696,20771;4697,52000;UP
2026-05-07 05:30:00;M5;30;21;4701,43329;4701,09000;DOWN
2026-05-07 05:40:00;M5;30;21;4704,09606;4704,11000;UP
2026-05-07 06:10:00;M5;30;21;4705,94212;4705,87000;DOWN
2026-05-07 06:55:00;M5;30;55;4701,90849;4699,08000;DOWN
2026-05-07 08:30:00;M5;30;21;4703,23229;4703,28000;UP
2026-05-07 08:55:00;M5;30;55;4701,80707;4701,00000;DOWN
2026-05-07 09:05:00;M5;30;21;4702,91044;4707,76000;UP
2026-05-07 11:40:00;M5;30;21;4736,27806;4735,23000;DOWN
2026-05-07 12:55:00;M5;30;34;4732,49171;4729,04000;DOWN
2026-05-07 13:10:00;M5;30;34;4734,78663;4734,86000;UP
2026-05-07 13:35:00;M5;30;34;4736,87097;4736,37000;DOWN
2026-05-07 14:10:00;M5;30;89;4730,76374;4730,18000;DOWN
2026-05-07 14:55:00;M5;30;34;4740,67067;4742,78000;UP
2026-05-07 15:10:00;M5;30;21;4742,70881;4744,14000;UP
2026-05-07 15:05:00;M5;30;34;4742,60223;4740,69000;DOWN
2026-05-07 15:35:00;M5;30;34;4744,92723;4746,20000;UP
2026-05-07 16:00:00;M5;30;21;4743,34514;4738,88000;DOWN
2026-05-07 16:20:00;M5;30;21;4744,44293;4744,74000;UP
2026-05-07 16:10:00;M5;30;89;4735,90092;4733,48000;DOWN
2026-05-07 16:35:00;M5;30;34;4749,02287;4752,50000;UP
2026-05-07 16:45:00;M5;30;21;4745,79595;4742,54000;DOWN
2026-05-07 17:10:00;M5;30;21;4748,26369;4751,87000;UP
2026-05-07 17:05:00;M5;30;34;4751,06935;4747,63000;DOWN
2026-05-07 17:35:00;M5;30;34;4753,38670;4753,88000;UP
2026-05-07 18:25:00;M5;30;89;4742,62875;4740,13000;DOWN
2026-05-07 21:35:00;M5;30;21;4710,29650;4713,24000;UP
2026-05-07 22:15:00;M5;30;21;4705,08178;4702,23000;DOWN
2026-05-07 22:35:00;M5;30;21;4700,52354;4710,94000;UP
2026-05-07 23:55:00;M5;30;21;4695,27549;4688,23000;DOWN
2026-05-08 01:15:00;M5;30;21;4692,76899;4694,35000;UP
2026-05-08 01:35:00;M5;30;21;4689,86141;4689,69000;DOWN
2026-05-08 02:05:00;M5;30;21;4688,00593;4691,29000;UP
2026-05-08 04:00:00;M5;30;55;4707,88490;4712,90000;UP
2026-05-08 05:00:00;M5;30;89;4723,87766;4731,73000;UP
2026-05-08 05:15:00;M5;30;89;4722,81122;4719,23000;DOWN
2026-05-08 06:30:00;M5;30;89;4721,13196;4730,66000;UP
2026-05-08 06:45:00;M5;30;89;4720,50928;4720,46000;DOWN
2026-05-08 07:05:00;M5;30;21;4720,84016;4718,78000;DOWN
2026-05-08 08:30:00;M5;30;21;4722,59766;4724,21000;UP
2026-05-08 08:35:00;M5;30;21;4723,79604;4722,58000;DOWN
2026-05-08 09:15:00;M5;30;21;4725,90131;4727,62000;UP
2026-05-08 09:35:00;M5;30;21;4727,60686;4727,51000;DOWN
2026-05-08 10:10:00;M5;30;89;4717,33731;4715,28000;DOWN
2026-05-08 10:35:00;M5;30;55;4708,56702;4709,17000;UP
2026-05-08 11:20:00;M5;30;89;4716,29125;4720,01000;UP
